Usuario;Caption;Likes;Imagen;Fecha
susy_mora;Mejor llenarse la boca de FLORES, si lo que se va a escupir es veneno... 🌸👊🏼 Aplica para mí. Aplica para ud. 🖤 ¿No creen?•📸 Retratada por el increíble @camilovillabona;4,004 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/54771057_417062078871246_8378759437239061000_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=6cdOu5D3sFAAX8ZThXs&oh=97c977af245e3b781c1cde4c99979563&oe=5EA4CE53;April 12, 2019
susy_mora;El príncipe... for eva’ 👑 #MorganElGato;1,152 likes;;April 12, 2019
susy_mora;Siempre me pregunto: “¿Qué carajos están mirando?” 🖕🏼 [Mind your own business] 🌪•📸 Retratada por el increíble @camilovillabona;6,636 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/56494491_168829387369690_8349009739595253658_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=DCI0ptB1NaEAX9xwgj4&oh=bc426f45761006f60da7269814147fa7&oe=5EA67073;April 10, 2019
susy_mora;Así terminé este fin de semana, con el corazón sonriendo y la cabeza echando CHISPAS ⚡️👑🤟🏼!;3,868 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/57170785_152556412444887_3170022453146252503_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=rbEGAYiEFZAAX9zQAiu&oh=ddb02b1d0a681bb0fcf5eef65dec4b3b&oe=5E9B6446;April 8, 2019
susy_mora;[Día 3: Hidratación & Support Crew] 🌴🥥💦 Amo. Amo. Amo. Amo con el alma gritar como una loca a quienes están en competencia, sobretodo si quien cruza la meta me da su ejemplo todos los días! 💚💭 🎲 @gocyclingcolombia #SomosLoQueNosMueve;9,293 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/54731930_607116303033011_6602658562556352456_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=kcm0pJja73wAX_CZmQZ&oh=56ea4b0ed5c1db08c4bebcc78bbb737b&oe=5E9C1B5C;April 1, 2019
susy_mora;[Día 2: 5k SAI 2019 @xportivaseries] 💪🏼🏃🏼‍♀️💨 Siempre que corro me pregunto ¿Será que si me estoy llevando al límite? Y bueno, después de concluir que NO LO HICE mientras corría el día antes en el Sprint, entonces decidí correr hasta sentir que no me entraba el aire y que en cualquier momento iba a vomitar 🥵 y logré mi PR en 5k 👉🏼 [25:00 - 5:00 min/km] 💥 Todavía muy lejos de las primeras, pero con el espíritu lleno de confianza!•Aunque no lo crean, todo eso: es DISFRUTAR EL CAMINO 🌪 @enjoytherideco #EnjoyTheRide 💨 #BenditaPasion #RunnerSusy @livcyclingcolombia @gocyclingcolombia #SomosLoQueNosMueve;4,287 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/55886229_385975775322534_2320345886723348020_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=RFcDWUbqNtUAX-ix1L8&oh=92e56c67ff433e4fe16a9336f2dd3140&oe=5E9115DA;April 1, 2019
susy_mora;[Día 1: Triatlón Sprint SAI 2019 @xportivaseries] 🌪🌊🌴Mi primera carrera del 2019...una para trabajar en la confianza que tengo y en la que me falta! 💪🏼 Una carrera PARA MÍ, para COMPETIR conmigo y NADIE MÁS. Ya llegará el momento de competir contra otras... pero todavía nos falta!•1️⃣ Yo siempre posuda, esta vez con Doña Nieves, 2️⃣ con parte de los cracks de LA CASA GoCycling, 3️⃣ el que me trabaja la cabeza todos los días, aunque aun no entienda sus métodos 😂 y 4️⃣ con Doña Nieves de regreso al hotel porque andaba quejándose del calor!•#BenditaPasion #SwimmingSusy #CyclingSusy #RunnerSusy @livcyclingcolombia #LIVingConDoñaNieves @gocyclingcolombia #SomosLoQueNosMueve @suarezclothing @garmin_colombia @oakley_colombia;5,501 likes;;March 30, 2019
susy_mora;¡CHARÁN!💡 El prometidísimo tour por mi casa, recordando el ANTES 🚧🌪 y celebrando el DESPUÉS gracias y solo gracias a @decorceramica_oficial ⭐️⚡️ Fue un regalo encontrarlos como aliados, en este: el proyecto más importante de mi vida hasta ahora!;7,299 likes;;March 24, 2019
susy_mora;Nos la estamos llevando bien... 🖤🚲💨 Les presento pues a la Doña Nieves! ❄️... [PD: Ojalá que no le haga honor al nombre y no nos toquen muchos aguaceros juntas!] 🙊•@livcyclingcolombia #LIVingConDoñaNieves #LivBeyond #HowWeLiv #MujeresLiv #BenditaPasion #CyclingSusy @garmin_colombia #GarminMeGuia;3,126 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/52551511_384488395717665_4397651929624872282_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=fAgmat1o2t4AX_tDb4X&oh=a6efc51b1475f977ac5ded4ad19db916&oe=5E968B73;March 19, 2019
susy_mora;"Capitalizar la pasión y que sea tu trabajo, sí es posible... 🖤 [Más que posible; debe ser el camino] 🚲💨";6,178 likes;;March 16, 2019
susy_mora;Un día la vida me enseñó que el juego de las PROBABILIDADES te entrega resultados inesperados 🎲🎲... Y entonces otro día, yo decidí agradecerle con FLORES! 🌸🌿🌺 ¿Qué flor es? ¡Adivinen pues!•Y por supuesto el talento de @mar_negro_estudio! [PD: Me tatuó las flores sobre los daditos que ya tenía];2,824 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/53687524_199217337702164_1141977503274022675_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=0cYTHZkEM-QAX_rFohF&oh=d6765bf61c45fa3ef1f23a2b9f4f35ec&oe=5E955607;March 15, 2019
susy_mora;Todos dicen... “Que fácil es!” 🙈 pero quienes trabajamos frente a una cámara o detrás de un micrófono aprendemos TREMENDAMENTE DEL “NO” 💥 Créanme, fácil no es, pero apasionante y retador sí.;5,872 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/54512775_160718384920660_1696876229878397099_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=vPm16XTUTtkAX_K6hxb&oh=8a39be34a87ced0e6fb0239030d94a29&oe=5E911D34;March 11, 2019
susy_mora;Cuando era equitadora, debíamos hacer con el caballo un binomio... como si fuéramos uno ⭐️ Lo mismo pasa sobre la BICI 💥 y no hay otra igual a la tuya! 🔥 ¿No?•#BenditaPasion #CyclingSusy @livcyclingcolombia #LIVingConDoñaDolores #HowWeLiv #LivBeyond @suarezclothing #ADNSuarez @gocyclingcolombia #SomosLoQueNosMueve;2,585 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/53226447_423529918456318_3214952137539453051_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=GN2bhsij_xYAX91e5dN&oh=946a06fe159d2a59805a736dd5fa8e44&oe=5E931FE0;March 10, 2019
susy_mora;Mi primer FONDO 💙🚲💨 ¡Sí! Nunca había pedaleado más de 110km y mucho menos con el desnivel positivo que tiene 🏙 Bogotá - Paipa 🛣 Aunque salí sin pretensiones de terminarlo, nunca dudé de mí y la cosa fue así!•➡️ Bogotá - Sisga: “Esto hasta ahora empieza y mis piernas lo saben”. Aun todo estaba bajo control 🙄➡️ Sisga - Ventaquemada: “OK. Subestimé por completo este tramo”. ¡Una aguapanela me salvó del mareo! 🤮➡️ Ventaquemada - Tunja: “O más bien la entrada a Tunja con las mil orejas que agarré y la perdida que me metí”. Perdí 15km que al final agradecí porque iba...Punto 🤢➡️ Tunja - Paipa: “Hagamosle, ya que carajos. De aquí hasta allá es bajando”. ¡Yeah right! Siga soñando 🖕🏼•📸 @bashpositivevibes @camolobo// #BenditaPasion #CyclingSusy @gocyclingcolombia #SomosLoQueNosMueve @livcyclingcolombia #LIVingConDoñaDolores #HowWeLiv #LivBeyond @suarezclothing #ADNSuarez;3,442 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/51757365_122943092118886_8013507010962694665_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=PX_IT0kSW34AX-esOHQ&oh=6026af1a43e6f3f27a3c47721276e402&oe=5E94C7A1;February 27, 2019
susy_mora;Volviendo a las dobles jornadas, que por ahora son de BICI y NATACIÓN 🚲🏊🏼‍♀️... y no saben cuanto me ha costado dejar de PENSAR y HACER, 💆🏼‍♀️ pero es ahí donde está la diferencia! 👊🏼⚡️ ¡A CALLAR ESA CABEZA!•#BenditaPasion #SwimmingSusy @adidasco #CreadoConAdidas @garmin_colombia #GarminMeGuia @gocyclingcolombia #SomosLoQueNosMueve;7,223 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/51637180_385683602219669_5231295902622097049_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=V1qDiu_Z9YEAX9aCI7F&oh=bb7684b3e84c967bd3cfe09e864c6680&oe=5E964766;February 21, 2019
susy_mora;Este es mi ROJO PASIÓN ✌🏼♥️💥 ¿Quién más de este equipo a quienes llaman “locos”? #BenditaPasion;3,280 likes;;February 8, 2019
susy_mora;SUCCESS before WORK, only in the dictionary... 🤓💥🚴🏼‍♀️ Y como dice mi pierna ¿MIEDO?... A veces, pero hay que hacerle! 🖤•@gocyclingcolombia #SomosLoQueNosMueve #BenditaPasion #LIVingConDoñaDolores #CyclingSusy [Empezando. Hablamos en un par de meses...] 👊🏼;5,260 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/49708891_335790603936942_3502243289287995070_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=BBm-6zYe1IUAX_jk_Da&oh=562ccaf0d92a325c3dd996803d5e1c08&oe=5E9AA499;February 2, 2019
susy_mora;Mi - Mi - Mi CASA 🌟🏠💭 ¡No saben cuánto lo soñé! Aun no me la creo y quedó como la soñaba... ¿Cómo la quería? 👉🏼•🖤 Muy gris. Un look medio industrial.🖤 Texturas y pisos de mosaicos.🖤 Acabaos en piedra y micro cemento.🖤 Carpintería en madera natural...y TODO ESO, solo podría combinar con paredes blancas. ¡MUY BLANCAS! // @sapolin_lapintura #SapolinEsMás;1,389 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/50246541_608547189559352_4988190251304184041_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=TK62NKH26JMAX-447yd&oh=059190e342087f387d2d8d0e0951b1af&oe=5EA60865;February 1, 2019
susy_mora;¿Cuántos así después de almuerzo?... O bueno, ¿Queriendo estar así? 🖤💤 #MorganElGato;1,571 likes;;January 31, 2019
susy_mora;Lo entiende, quien lo vive 💨 #BenditaPasion;1,595 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/50256943_533444890479980_2363129210604317524_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=AlFrj-6_vBwAX8kRYfx&oh=702f25d5ba6da05d2c1f316c823c5268&oe=5E94CCD9;January 30, 2019
susy_mora;"En el deporte estamos rompiendo barreras TODO el tiempo... 👊🏼 Esta semana volví a retomar el movimiento [porque ni siquiera puedo llamarlo entrenamiento aun] 🙊 y pensaba muchas cosas mientras nadaba como tortuga... 🐢💦•Pensaba que durante el poco tiempo que llevo en el deporte, he permitido que me juzguen, porque yo me he juzgado. He permitido que me afecten apreciaciones externas, porque me he enfrentado a ellas. He permitido agobiarme al no avanzar, porque no entendía el significado real de: PROCESO ✋🏼•Así que caí en cuenta, entendí o sencillamente acepté un “montonononón” de cosas que giran alrededor de un proceso. O tal vez, comprendí una cosa: el verdadero significado de un proceso... 🙌🏼•⭐️ Entendí que llevo POCO TIEMPO practicando deporte, no puedo pretender tener buenos resultados.⭐️ Entendí que no puedo COMPARARME [Créanme, lo he hecho].⭐️ Entendí que no he vivido un proceso a ciencia cierta. Siempre me veo detenida por mi recurrente lesión... y también por falta de DISCIPLINA, RIGOR Y CONSTANCIA.⭐️ Entendí que apenas me estoy formando. Sí o sí hay que aprender que se empieza siendo MALO, MUY MALO.⭐️ Entendí que la FRUSTRACIÓN es uno de los motores más potentes.⭐️ Entendí que el resto... son siempre EXCUSAS.•Todas esas cosas dibujaron en mi cabeza el significado de proceso. Solo pude verlo cuando SOLITA vi mis metas alejarse. Llevo un par de meses con la FRUSTRACIÓN de acompañante y aquí se quedará por mucho tiempo. Hoy para mí, no se trata de motivación; se trata de aceptar que tengo que vivir un PROCESO y ¿Saben? Estoy mucho más que dispuesta. 🙏🏼 ¡Tengo hambre de ti 2️⃣0️⃣1️⃣9️⃣ DEPORTIVO! ¡Les estaré contando!";4,353 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/49833635_229719417964512_90196137787224717_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=L9by8FySK5oAX9mLQ2G&oh=3b73a0a05179b95a44791a510e1bd35e&oe=5E91006F;January 17, 2019
susy_mora;Everything you dream, you can accomplish 🖤 [Simple #MakeLifeARide]✌🏼💨 // @bmwmotorrad_co;6,276 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/49845473_135857880769514_8119561403517441002_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=7CZAZw8ExQQAX8eLOhP&oh=31d0b21622e0f7dfe3e789e6f2dc66b2&oe=5E9ABF9F;January 17, 2019
susy_mora;Las texturas de mi casa... 💛⛓🖤 Pisando fuerte y dejando que brille el cambio! ✌🏼 [Because I’m Happy!] 🌟 Siempre, siempre #BienvenidosLosCambios //@decorceramica_oficial;2,963 likes;;January 10, 2019
susy_mora;Walking into 2️⃣0️⃣1️⃣9️⃣ like... [Hell Yeah!] Vamos a vivir este año en dos ruedas! 🤟🏼🖤💨 You gotta #MakeLifeARide ¿Quién más se suma? @bmwmotorrad_co;;;January 9, 2019
susy_mora;Amo las ciudades grises, que me esté creciendo el pelo y te amo a tí... 🖤🧳🌪 Fin.;3,302 likes;;January 7, 2019
susy_mora;Conquer every place... 🙌🏼🧳 Bye, bye NYC. Loved meeting you again. ✈️ [Cafe bench vs. Rooftop] 🌟;3,620 likes;;January 6, 2019
susy_mora;Las sonrisas que necesito en mi mundo 🌏... las de mi familia! 🌟✨ @aliciamora @betomora703 🙌🏼 // #CalientaTuMundo;3,559 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/47586433_919065664969647_4601928006918672858_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=wGFFcylClgIAX_130hi&oh=84b2044a3c289742ecd9d5989b95672a&oe=5E9B9D8C;January 5, 2019
susy_mora;Dear Brooklyn Bridge, I had to strike a pose... 🌁🏙 Love you. [& you too boy] ⭐️ // #CalientaTuMundo;5,279 likes;;January 4, 2019
susy_mora;Encontré algo en lo que me va peor que en Triatlón... 🎳 Si señores, los bolos! 😳☹️🤣•[PD: Amigo/ Amiga que habla mal de mí en esta materia. Si yo me hago bullying, el que tú hagas vale 💩];4,485 likes;;January 3, 2019
susy_mora;Por un año con más café y pancakes por el mundo... 🥞☕️🌏💛 [Contigo];5,422 likes;;January 2, 2019
susy_mora;“Papi ¿Me compras un pretzel para tomarme una foto?” 🥨🌟✨ [Had to do it] #SorryNotSorry;6,266 likes;;January 1, 2019
susy_mora;Yo ayer: Bomba de humo para el 2018 y a correr! 💣🌪💨 ¿Alguien más así? #WhatTheFuckWasThat;5,253 likes;;January 1, 2019
susy_mora;No me gusta mucho el 31, pero si mi camisa, entonces me visto para la “ocasión”... ✨⭐️🚕 [PD: Me congelé por modelarles la pinta 🥶] // @geffrance #LookSusyMora;3,527 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/47584059_773404109677672_3478738949407888837_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=whIBhVCebzEAX81kzDO&oh=63fc42dd55eb7acacdf80ead0cfc7b76&oe=5E9626DA;December 31, 2018
susy_mora;Una 📸 con el papá... @betomora703 🙈🙉🙊 [PD: ¿Por qué carajos no heredé su color?];3,648 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/47694281_765067710513110_5266770820725928486_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=pSSajNEzjy8AX_lJopP&oh=34f4beddcbb376bc358412e89851e973&oe=5E95A48B;December 31, 2018
susy_mora;This is real friendship... ❄️🍂🖤 @aliciamora;4,107 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/47583738_295028984691433_471278144274205594_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=yJXkz_CbaFIAX_atY3j&oh=75f7a3a3003c7fa84c86bd897fd9ae6b&oe=5E95126A;December 30, 2018
susy_mora;Volver a esto...Todo lo que quiero. 🚲🍃 Alguien me dijo: Entender realmente qué significa un proceso y vivirlo 💪🏼 #BenditaPasion #CyclingSusy;2,494 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/47584023_1660360990938329_2616186857215004940_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=r7hmoULkdA0AX-EtOut&oh=83596414ac14923e725c630704606055&oe=5E92D5C4;December 29, 2018
susy_mora;Buenos días... por aquí revisando mi galería 🎞 Esta, definitivamente es una de las mejores fotos que me deja el 2018! 📸🤟🏼 @eganbernal;3,504 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/47582946_294244581222382_71812330479771965_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=3jMUE0Fux4QAX_2E23-&oh=b1ed01c0943e9b9e92c49d1c9305db3f&oe=5EA5319F;December 27, 2018
susy_mora;Cuando era pequeña pensaba “¿Cuál es el sentido de salir en una revista como SoHo?” “¿Qué necesidad hay?”... ✋🏼 Básicamente juzgaba y pensaba como muchos al ver estas fotos mías y las de mil mujeres más... ⚡️ Pero hoy puedo decir que tengo CLARAS las respuestas a estas preguntas! 💡 Puede que no haya ningún tipo de necesidad externa o interna, o sí. Eso no debe importarle a nadie. Finalmente, el sentido es coherente a lo que cada mujer QUIERE contar con su cuerpo, su historia, su imagen y lo que puede proyectar. 🙌🏼 No somos mujeres que una revista utiliza como herramienta PARA ALGO. Somos mujeres, que gracias a una revista, podemos contar ALGO que para nosotras es importante. Al final, puede ser sencillamente cómo nos sentimos al vernos sensuales... ¿Y eso qué?... 🔥 AL FINAL, creo que nos hemos desgastado en dar explicaciones que NO TENEMOS QUE DAR.•Y menciono a varias mujeres que han contado historias desde lo más profundo de su alma, defendiendo siempre su feminidad y haciendo lo que quieren con SU CUERPO 🖤 @valelizcano @tutivargasm @ninarodriguezmusica @catagomezpi... Si se me queda alguna por fuera que usted conozca, menciónela y yo la agrego a la lista! 💪🏼•[SoHo 222 Ft. #BenditaPasion] ⚡️🤟🏼 [Ph.] @pizarrondt [M&H.] @victorabril [Team.] @ana_londono @laalvarezzz;11,710 likes;;December 25, 2018
susy_mora;Sí, es verdad. Así no nado... 🖤 Pero ajá, es @revistasoho y quise posar así. Amo estas fotos y lo que hablan de mí 👊🏼 ¿Cuál prefieren? ¿Foto 1️⃣? ¿Foto 2️⃣?•[SoHo 222 Ft. #BenditaPasion] ⚡️🤟🏼 [Ph.] @pizarrondt [M&H.] @victorabril [Team.] @ana_londono @laalvarezzz;14,305 likes;;December 22, 2018
susy_mora;Como sea... pero en dos ruedas y creando tu propio camino 🤟🏼✊🏼👊🏼 Se viene un 2019 increíble con @bmwmotorrad_co ¡Make Life a Ride! 🖤 #MakeLifeARide #BMWMotorradColombia;1,681 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/47585713_707295936331295_4061801029470488082_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=zjt8rjBuagoAX9Zt8FU&oh=32b4ade501e9c50c1f1dbd1557a34ab6&oe=5E9AEA57;December 20, 2018
susy_mora;A veces dejo los tenis y me visto bien... 🖤⭐️ ¡Esta vez porque la ocasión era especial! 🎄 RUA’s Christmas Party 🙌🏼 // [Body] @larosalingerie [Falda] @especiapap #LookSusyMora;3,364 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/46615320_327486701173981_8883682084844466536_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=6gl0VuI7WxsAX_kWC8I&oh=116729b15e8787ba7c8cc1614269a1c6&oe=5E94E7E0;December 19, 2018
susy_mora;DEAR SANTA CLAUS... 🎅🏼🎄🌠 En esta Navidad ya tengo todo lo que quiero!... ¿Ustedes que le piden a Santa? // @geffrance #LookSusyMora;4,757 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/46948719_2252850571627066_1357296686097306471_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=-5ufQRAzT18AX-LVenR&oh=77f322e59d221090fb638d53a051ccd0&oe=5E9B0356;December 18, 2018
susy_mora;Saludos de Morgan Claus 😻🎅🏼... y que Feliz Navidad peluda! // @laikamascotas #MorganElGato;2,101 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/47086159_506756896484990_3138572642491628288_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=s8DXl6hG7QwAX_xBg01&oh=75b359a76f8564b52e670adddd70016e&oe=5E916D63;December 15, 2018
susy_mora;Ayer recibí el regalo de Navidad más importante de mi vida... 📦❤️🎅🏼 y tenía que estar vestida para la ocasión! 🤟🏼 [Jingle Bell Rock!] // @geffrance #LookSusyMora;4,421 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/47259083_517123855459008_1209286965641988878_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=R9vK4386vyoAX_EsQrV&oh=9ddb08e637d1da5d20a38f68fd75a3eb&oe=5E91F6B1;December 15, 2018
susy_mora;En esta foto todo está MAL. Por eso es que la amo... 🥵💥😰 ¡Soy un desorden y un desastre total! 🤯 Los brazos mal, las manos ni hablar, las piernas ni decir y mi expresión... bueno. ¡No hay mucho por aclarar! 🤮 Pero la AMO, porque dibuja algo que me enseñó el deporte en este último semestre: la FRUSTRACIÓN también es un motor. Uno muy potente.•[PD: El tiempo del cronómetro ⏰ era el de la maratón... mal pero tampoco!] // @hiltoncuracao @curacaomarathon #BenditaPasion #RunnerSusy #SomosLoQueNosMueve @adidasco #CreadoConAdidas #HereToCreate;3,720 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/46276501_216214629265020_4921254070366768128_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=5en4hBZ7DDYAX8PQbB3&oh=9642d9820e9731efba72bf39d410305f&oe=5E9124BA;December 13, 2018
susy_mora;Este año fue un viaje de “cruzar los dedos”... 🤞🏼 Mis sueños volaron, liberé ataduras, luché incansablemente, vi un millón de escenarios oscuros, me di contra el suelo, me pregunté ¿Por qué? o ¿Qué más me falta? mil veces, pero al final tengo el camino más claro, mucho amor junto a mí y todo está BRILLANDO 🌟!;4,317 likes;;December 13, 2018
susy_mora;Susy 0️⃣ - Fuera de forma 2️⃣ //... y el cuento de: “No vuelvo a descansar tanto tiempo” ☠️ es de los mismos creadores de: “No vuelvo a tomar” cuando tenemos guayabo! 🙊 Esta, que es una época de vacaciones y OFF SEASON para muchos, será la mía para volver!•#BenditaPasion #CyclingSusy @gocyclingcolombia #SomosLoQueNosMueve;4,633 likes;;December 12, 2018
susy_mora;Si posa contigo para una selfie, no lo dejes ir 🐴📸... Lo mismo pasa con las pasiones. Jamás dejes irlas. Agárrate fuerte de tu #BenditaPasion!•Llegó la colección Bendita Pasión SUSY MORA by. Suárez 🙌🏼 [Shop Online] @suarezclothing #MoraYTambienSuarez;8,484 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/47111326_548165948984168_3021171574315099884_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=wqJOo-k26ygAX_UUN7y&oh=129cad462177ff93cd01a13cbfc5a2b6&oe=5E9B8DBD;December 11, 2018
susy_mora;Años después llegó el triatlón para darle vida a #BenditaPasion 💟💙⭐️... y entendí que nunca me conformaré con menos de lo que ya soy.•Llegó la colección Bendita Pasión SUSY MORA by. Suárez 🙌🏼 [Shop Online] @suarezclothing #MoraYTambienSuarez;2,800 likes;;December 10, 2018
susy_mora;Day 6 🖤🌊🌬 [Navegando]... Cuando navegas te das cuenta que el cliché de “no somos nada” es cierto. Somos diminutos y escenarios como estos nos obligan a callar muchas cosas de nosotros, o por lo menos, descubrirlas.•#CruceroRollingStone #RollingStoneCrew @rollingstonecolombia #CaribeLegendario #BeTheMeister - [Swimsuit] @sahaswimwear #SahaSunchaser;8,668 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/45819959_358171768250039_7322417026361737584_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=L8POKeh8OJwAX8h1X_c&oh=82603309e71c451e95e95f65f6faf462&oe=5E9C089D;December 8, 2018
susy_mora;Day 5 🐠🌎💦 [Cayman Islands] Dicen que el mar se lleva todo... si este no lo hace, no lo puede ninguno. Así de fácil.•#CruceroRollingStone #RollingStoneCrew @rollingstonecolombia #CaribeLegendario #BeTheMeister 📸 [Ph.] @fearofemptyspace - [Swimsuit] @entreaguas_wearableart;6,104 likes;;December 7, 2018
susy_mora;Day 5 🛥🗺🧜🏼‍♀️ [Cayman Islands] Grand Cayman welcomed a crew of Mermaids from Colombia...•#CruceroRollingStone #RollingStoneCrew @rollingstonecolombia #CaribeLegendario #BeTheMeister 📸 [Ph.] @fearofemptyspace - [Swimsuit] @maajiswimwear #RealMermaid;3,996 likes;;December 7, 2018
susy_mora;Day 4 🌴🥥🇯🇲 [Negril Beach, Montego Bay] Yell out Jamaica, One Love... Aquí volveré para explorar la magia de esta isla!•#CruceroRollingStone #RollingStoneCrew @rollingstonecolombia #CaribeLegendario #BeTheMeister 📸 [Ph.] @fearofemptyspace - [Swimsuit] @muimaja [Headband] @incoronarecol;10,399 likes;;December 5, 2018
susy_mora;Day 3 🐚💦💧 [Ocho Ríos, Jamaica] & the beauty of Dunn’s River Falls ... let it flow, as the water goes!•#CruceroRollingStone #RollingStoneCrew @rollingstonecolombia #CaribeLegendario #BeTheMeister 📸 [Ph.] @byfieldtravel & @fearofemptyspace - [Swimsuit] @encantadore;9,677 likes;;December 5, 2018
susy_mora;Day 1 🍂🐚🌞 [Embarcando en Cartagena]... Pero primero, descubriendo rincones llenos de sabor!•#CruceroRollingStone #RollingStoneCrew @rollingstonecolombia @1968salsashow 📸 [Ph.] @fearofemptyspace;6,392 likes;;December 3, 2018
